,Unnamed: 0,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num edges,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
156,156,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,2.467,balanced_accuracy,86,97.619,97.5,97.436,99.875,40.308,40.426,36.364000000000004,41.123000000000005
157,157,SVC,Openness,keep median,pearson,solver,mean_FA,2.438,balanced_accuracy,85,63.771,64.557,57.576,68.887,60.37,57.446999999999996,52.381,65.185
158,158,SVC,Agreeableness,keep median,pearson,solver,num_streamlines,2.41,balanced_accuracy,84,78.86399999999999,79.452,76.19,82.87899999999999,46.606,46.809,56.14,44.343999999999994
159,159,SVC,Agreeableness,keep median,pearson,solver,mean_FA,2.381,balanced_accuracy,83,90.189,90.411,89.23100000000001,97.803,59.05,51.06399999999999,54.902,58.824
160,160,SVC,Extraversion,keep median,pearson,solver,mean_FA,2.324,balanced_accuracy,81,78.571,78.205,77.922,26.819000000000003,52.656000000000006,53.191,57.692,47.43600000000001
161,161,SVC,Extraversion,keep median,pearson,solver,mean_strl,2.266,balanced_accuracy,79,95.833,96.154,95.652,0.0,44.413999999999994,42.553000000000004,34.146,57.50899999999999
162,162,SVC,Openness,keep median,pearson,solver,mean_FA,2.18,balanced_accuracy,76,73.938,74.684,69.697,88.61,62.222,59.574,55.81399999999999,61.29600000000001
163,163,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,2.151,balanced_accuracy,75,76.128,76.25,74.667,32.957,50.725,51.06399999999999,41.026,47.011
164,164,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,2.123,balanced_accuracy,74,100.0,100.0,100.0,100.0,42.21,42.553000000000004,30.769000000000002,37.861999999999995
165,165,SVC,Agreeableness,keep median,pearson,solver,mean_strl,2.094,balanced_accuracy,73,87.689,87.671,86.56700000000001,95.37899999999999,59.615,55.318999999999996,61.818000000000005,66.516
166,166,SVC,Neuroticism,keep median,pearson,solver,mean_FA,2.065,balanced_accuracy,72,89.834,90.12299999999999,88.889,6.327000000000001,49.815,46.809,39.024,61.29600000000001
167,167,SVC,Openness,keep median,pearson,solver,mean_strl,2.037,balanced_accuracy,71,64.64,65.82300000000001,55.738,20.335,61.019,57.446999999999996,50.0,27.963
168,168,SVC,Extraversion,keep median,pearson,solver,mean_FA,1.9509999999999998,balanced_accuracy,68,79.365,79.487,77.778,22.884,48.901,51.06399999999999,61.016999999999996,44.872
169,169,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.922,balanced_accuracy,67,81.36399999999999,82.19200000000001,78.689,95.303,53.167,42.553000000000004,42.553000000000004,51.131
170,170,SVC,Openness,keep median,pearson,solver,mean_FA,1.865,balanced_accuracy,65,64.801,65.82300000000001,57.143,31.403000000000002,60.37,57.446999999999996,52.381,34.63
171,171,SVC,Agreeableness,keep median,pearson,solver,mean_strl,1.8359999999999999,balanced_accuracy,64,100.0,100.0,100.0,100.0,64.367,55.318999999999996,58.824,57.24
172,172,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,1.807,balanced_accuracy,63,84.586,85.0,82.85700000000001,8.835,57.336999999999996,57.446999999999996,54.545,40.489000000000004
173,173,SVC,Neuroticism,keep median,pearson,solver,mean_FA,1.7790000000000001,balanced_accuracy,62,78.317,79.012,75.362,23.894000000000002,48.519,46.809,44.443999999999996,57.407
174,174,SVC,Neuroticism,keep median,pearson,solver,num_streamlines,1.75,balanced_accuracy,61,76.904,76.543,75.949,82.74,48.426,48.93600000000001,53.846000000000004,52.222
175,175,SVC,Extraversion,keep median,pearson,solver,mean_strl,1.7209999999999999,balanced_accuracy,60,87.5,88.462,85.714,0.0,52.473,48.93600000000001,29.412,44.68899999999999
176,176,SVC,Openness,keep median,pearson,solver,mean_strl,1.692,balanced_accuracy,59,65.122,65.82300000000001,59.701,35.135,60.926,59.574,59.574,33.241
177,177,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.6640000000000001,balanced_accuracy,58,87.955,87.671,86.95700000000001,93.03,60.747,63.83,73.016,63.348
178,178,SVC,Extraversion,keep median,pearson,solver,mean_FA,1.578,balanced_accuracy,55,100.0,100.0,100.0,0.0,65.018,63.83,62.222,35.714
179,179,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,1.5490000000000002,balanced_accuracy,54,50.0,52.5,0.0,36.153,50.0,51.06399999999999,0.0,35.87
180,180,SVC,Openness,keep median,pearson,solver,mean_strl,1.52,balanced_accuracy,53,76.641,77.215,73.529,87.001,51.667,48.93600000000001,42.857,58.611000000000004
181,181,SVC,Openness,keep median,pearson,solver,mean_FA,1.492,balanced_accuracy,52,68.694,69.62,62.5,84.71700000000001,60.37,57.446999999999996,52.381,60.37
182,182,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.463,balanced_accuracy,51,95.985,95.89,95.522,99.697,65.498,63.83,71.186,65.385
183,183,SVC,Neuroticism,keep median,pearson,solver,mean_strl,1.4340000000000002,balanced_accuracy,50,85.227,83.95100000000001,85.057,0.799,45.185,48.93600000000001,61.29,47.037
184,184,SVC,Extraversion,keep median,pearson,solver,mean_strl,1.406,balanced_accuracy,49,75.0,76.923,66.667,10.847000000000001,49.176,46.809,35.897,46.703
185,185,SVC,Neuroticism,keep median,pearson,solver,mean_strl,1.291,balanced_accuracy,45,50.0,54.321000000000005,0.0,29.484,50.0,42.553000000000004,0.0,40.37
186,186,SVC,Openness,keep median,pearson,solver,mean_FA,1.262,balanced_accuracy,44,100.0,100.0,100.0,100.0,61.481,61.702,65.385,59.63
187,187,SVC,Extraversion,keep median,pearson,solver,mean_FA,1.234,balanced_accuracy,43,96.23,96.154,95.89,98.38,43.956,42.553000000000004,37.209,48.81
188,188,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.205,balanced_accuracy,42,85.37899999999999,86.301,83.333,96.742,41.855,46.809,59.016000000000005,36.425
189,189,SVC,Extraversion,keep median,pearson,solver,mean_strl,1.176,balanced_accuracy,41,100.0,100.0,100.0,0.0,47.802,46.809,44.443999999999996,45.971000000000004
190,190,SVC,Extraversion,keep median,pearson,solver,num_streamlines,1.147,balanced_accuracy,40,50.0,53.846000000000004,0.0,17.394000000000002,50.0,44.681000000000004,0.0,48.901
191,191,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,1.061,balanced_accuracy,37,64.66199999999999,65.0,61.111000000000004,33.177,72.192,72.34,69.767,28.441999999999997
192,192,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,1.033,balanced_accuracy,36,50.0,52.5,0.0,36.591,50.0,51.06399999999999,0.0,34.964
193,193,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.004,balanced_accuracy,35,74.848,75.342,71.875,87.12100000000001,41.855,46.809,59.016000000000005,40.158
194,194,SVC,Openness,keep median,pearson,solver,mean_FA,0.975,balanced_accuracy,34,67.181,68.354,59.016000000000005,71.01,57.87,55.318999999999996,51.163000000000004,67.407
195,195,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,0.9470000000000001,balanced_accuracy,33,76.128,76.25,74.667,73.997,53.17,53.191,52.174,57.156000000000006
196,196,SVC,Neuroticism,keep median,pearson,solver,mean_FA,0.9179999999999999,balanced_accuracy,32,78.041,77.778,76.923,77.58,56.574,55.318999999999996,55.318999999999996,56.75899999999999
197,197,SVC,Openness,keep median,pearson,solver,mean_FA,0.8029999999999999,balanced_accuracy,28,63.61,64.557,56.25,68.05,60.37,57.446999999999996,52.381,64.352
198,198,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.775,balanced_accuracy,27,79.39399999999999,79.452,77.612,89.88600000000001,55.769,53.191,60.714,52.941
199,199,SVC,Neuroticism,keep median,pearson,solver,mean_FA,0.746,balanced_accuracy,26,56.511,55.556000000000004,58.14,40.663000000000004,37.87,38.298,43.137,64.53699999999999
200,200,SVC,Extraversion,keep median,pearson,solver,mean_FA,0.7170000000000001,balanced_accuracy,25,84.921,84.615,84.211,90.476,53.114,53.191,56.0,55.128
201,201,SVC,Openness,keep median,pearson,solver,mean_FA,0.602,balanced_accuracy,21,63.771,64.557,57.576,67.375,57.87,55.318999999999996,51.163000000000004,66.111
202,202,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.574,balanced_accuracy,20,50.0,54.795,0.0,39.318000000000005,50.0,27.66,0.0,53.394
203,203,SVC,Neuroticism,keep median,pearson,solver,mean_FA,0.545,balanced_accuracy,19,74.20100000000001,74.074,72.727,78.194,59.074,57.446999999999996,56.522,57.037
204,204,SVC,Agreeableness,keep median,pearson,solver,num_streamlines,0.488,balanced_accuracy,17,78.14399999999999,78.082,76.471,81.36399999999999,36.538000000000004,42.553000000000004,55.738,37.104
205,205,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.43,balanced_accuracy,15,50.0,54.795,0.0,38.75,50.0,27.66,0.0,54.071999999999996
206,206,SVC,Openness,keep median,pearson,solver,mean_FA,0.402,balanced_accuracy,14,62.098,63.291000000000004,52.458999999999996,69.884,57.87,55.318999999999996,51.163000000000004,65.0
207,207,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.287,balanced_accuracy,10,50.0,54.795,0.0,51.06100000000001,50.0,27.66,0.0,54.977
208,208,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,0.258,balanced_accuracy,9,61.842,63.75,38.298,21.491,50.453,51.06399999999999,30.303,54.257
209,209,SVC,Extraversion,keep median,pearson,solver,mean_strl,0.22899999999999998,balanced_accuracy,8,69.643,71.795,57.692,81.118,50.549,46.809,24.241999999999997,43.956
210,210,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.172,balanced_accuracy,6,50.0,54.795,0.0,36.439,50.0,27.66,0.0,57.919
211,211,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,0.14300000000000002,balanced_accuracy,5,64.286,65.0,57.576,32.519,61.685,61.702,60.87,37.228
212,212,RF,Openness,test throw median,pearson,solver,mean_FA,4.532,balanced_accuracy,158,98.649,98.734,98.63,100.0,40.625,38.889,31.25,45.312
213,213,RF,Extraversion,test throw median,pearson,solver,num_streamlines,4.475,balanced_accuracy,156,100.0,100.0,100.0,100.0,49.415,48.648999999999994,29.63,52.632
214,214,RF,Extraversion,test throw median,pearson,solver,mean_strl,4.418,balanced_accuracy,154,100.0,100.0,100.0,100.0,59.503,59.458999999999996,59.458999999999996,55.848
215,215,RF,Agreeableness,test throw median,pearson,solver,mean_FA,4.388999999999999,balanced_accuracy,153,100.0,100.0,100.0,100.0,37.175,25.641,17.143,38.635999999999996
216,216,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,4.36,balanced_accuracy,152,100.0,100.0,100.0,100.0,52.381,51.428999999999995,48.485,47.788999999999994
217,217,RF,Neuroticism,test throw median,pearson,solver,mean_FA,4.332,balanced_accuracy,151,100.0,100.0,100.0,100.0,50.81,48.888999999999996,46.512,51.417
218,218,RF,Openness,test throw median,pearson,solver,mean_strl,4.303,balanced_accuracy,150,100.0,100.0,100.0,100.0,46.25,44.443999999999996,37.5,37.188
219,219,RF,Openness,test throw median,pearson,solver,num_streamlines,4.274,balanced_accuracy,149,100.0,100.0,100.0,100.0,40.625,38.889,31.25,44.531000000000006
220,220,RF,Neuroticism,test throw median,pearson,solver,mean_strl,4.188,balanced_accuracy,146,100.0,100.0,100.0,100.0,51.518,48.888999999999996,43.902,45.748999999999995
221,221,RF,Agreeableness,test throw median,pearson,solver,mean_strl,4.131,balanced_accuracy,144,98.485,98.63,98.462,100.0,53.409,41.026,37.838,53.247
222,222,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,4.102,balanced_accuracy,143,100.0,100.0,100.0,100.0,53.571000000000005,54.286,46.667,45.918
223,223,RF,Openness,test throw median,pearson,solver,mean_FA,4.073,balanced_accuracy,142,100.0,100.0,100.0,100.0,37.5,36.111,30.303,41.875
224,224,RF,Neuroticism,test throw median,pearson,solver,mean_strl,4.016,balanced_accuracy,140,100.0,100.0,100.0,100.0,46.255,44.443999999999996,41.86,38.461999999999996
225,225,RF,Conscientiousness,test throw median,pearson,solver,num_streamlines,3.987,balanced_accuracy,139,100.0,100.0,100.0,100.0,60.714,62.857,51.852,71.08800000000001
226,226,RF,Agreeableness,test throw median,pearson,solver,mean_FA,3.9589999999999996,balanced_accuracy,138,100.0,100.0,100.0,100.0,45.292,33.333,27.778000000000002,55.195
227,227,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,3.9010000000000002,balanced_accuracy,136,100.0,100.0,100.0,100.0,51.19,48.571000000000005,50.0,45.918
228,228,RF,Openness,test throw median,pearson,solver,mean_strl,3.844,balanced_accuracy,134,100.0,100.0,100.0,100.0,38.125,36.111,25.805999999999997,41.875
229,229,RF,Openness,test throw median,pearson,solver,num_streamlines,3.787,balanced_accuracy,132,100.0,100.0,100.0,100.0,56.25,55.556000000000004,55.556000000000004,56.563
230,230,RF,Neuroticism,test throw median,pearson,solver,mean_FA,3.758,balanced_accuracy,131,100.0,100.0,100.0,100.0,51.012,46.667,33.333,55.06100000000001
231,231,RF,Agreeableness,test throw median,pearson,solver,mean_strl,3.7289999999999996,balanced_accuracy,130,100.0,100.0,100.0,100.0,47.89,41.026,43.902,44.156000000000006
232,232,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,3.701,balanced_accuracy,129,100.0,100.0,100.0,100.0,45.238,45.714,38.71,42.516999999999996
233,233,RF,Neuroticism,test throw median,pearson,solver,mean_FA,3.6430000000000002,balanced_accuracy,127,98.649,98.765,98.63,99.87700000000001,51.012,46.667,33.333,49.798
234,234,RF,Agreeableness,test throw median,pearson,solver,mean_strl,3.614,balanced_accuracy,126,100.0,100.0,100.0,100.0,62.338,53.846000000000004,57.143,47.727
235,235,RF,Extraversion,test throw median,pearson,solver,mean_strl,3.557,balanced_accuracy,124,100.0,100.0,100.0,100.0,51.608000000000004,51.351000000000006,47.059,52.339
236,236,RF,Agreeableness,test throw median,pearson,solver,mean_FA,3.528,balanced_accuracy,123,100.0,100.0,100.0,100.0,42.532,33.333,31.579,41.233999999999995
237,237,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,3.5,balanced_accuracy,122,100.0,100.0,100.0,100.0,44.838,44.443999999999996,46.809,43.117
238,238,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,3.4419999999999997,balanced_accuracy,120,100.0,100.0,100.0,100.0,46.428999999999995,48.571000000000005,35.714,51.02
239,239,RF,Agreeableness,test throw median,pearson,solver,mean_strl,3.3280000000000003,balanced_accuracy,116,100.0,100.0,100.0,100.0,56.981,46.153999999999996,46.153999999999996,50.325
240,240,RF,Extraversion,test throw median,pearson,solver,mean_FA,3.299,balanced_accuracy,115,98.81,98.71799999999999,98.63,100.0,40.789,40.541,35.294000000000004,38.012
241,241,RF,Openness,test throw median,pearson,solver,mean_strl,3.27,balanced_accuracy,114,100.0,100.0,100.0,100.0,44.375,41.667,27.586,33.438
242,242,RF,Neuroticism,test throw median,pearson,solver,mean_strl,3.242,balanced_accuracy,113,100.0,100.0,100.0,100.0,43.623000000000005,42.222,40.909,45.141999999999996
243,243,RF,Extraversion,test throw median,pearson,solver,mean_FA,3.213,balanced_accuracy,112,100.0,100.0,100.0,100.0,49.123000000000005,48.648999999999994,38.71,48.246
244,244,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,3.1839999999999997,balanced_accuracy,111,97.619,97.5,97.436,99.875,51.19,51.428999999999995,45.161,46.25899999999999
245,245,RF,Neuroticism,test throw median,pearson,solver,mean_FA,3.155,balanced_accuracy,110,100.0,100.0,100.0,100.0,46.457,42.222,27.778000000000002,48.381
246,246,RF,Openness,test throw median,pearson,solver,mean_FA,3.127,balanced_accuracy,109,98.649,98.734,98.63,99.87100000000001,43.75,41.667,32.258,47.188
247,247,RF,Conscientiousness,test throw median,pearson,solver,num_streamlines,3.0980000000000003,balanced_accuracy,108,98.684,98.75,98.667,100.0,58.333,60.0,50.0,68.707
248,248,RF,Openness,test throw median,pearson,solver,num_streamlines,3.069,balanced_accuracy,107,100.0,100.0,100.0,100.0,48.125,47.222,45.714,43.593999999999994
249,249,RF,Agreeableness,test throw median,pearson,solver,mean_FA,3.0410000000000004,balanced_accuracy,106,100.0,100.0,100.0,100.0,49.675,43.59,47.619,41.883
250,250,RF,Agreeableness,test throw median,pearson,solver,num_streamlines,2.897,balanced_accuracy,101,100.0,100.0,100.0,100.0,41.558,35.897,39.024,44.156000000000006
251,251,RF,Conscientiousness,test throw median,pearson,solver,num_streamlines,2.8689999999999998,balanced_accuracy,100,100.0,100.0,100.0,100.0,58.333,60.0,50.0,65.646
252,252,RF,Neuroticism,test throw median,pearson,solver,mean_strl,2.84,balanced_accuracy,99,100.0,100.0,100.0,100.0,46.255,44.443999999999996,41.86,35.628
253,253,RF,Agreeableness,test throw median,pearson,solver,mean_strl,2.8110000000000004,balanced_accuracy,98,100.0,100.0,100.0,100.0,32.468,30.769000000000002,37.209,22.726999999999997
254,254,RF,Extraversion,test throw median,pearson,solver,mean_FA,2.783,balanced_accuracy,97,98.611,98.71799999999999,98.59200000000001,100.0,54.24,54.053999999999995,51.428999999999995,55.848
255,255,RF,Openness,test throw median,pearson,solver,mean_FA,2.7539999999999996,balanced_accuracy,96,100.0,100.0,100.0,100.0,40.625,38.889,31.25,47.812
256,256,RF,Agreeableness,test throw median,pearson,solver,mean_FA,2.725,balanced_accuracy,95,100.0,100.0,100.0,100.0,47.89,41.026,43.902,44.156000000000006
257,257,RF,Neuroticism,test throw median,pearson,solver,mean_FA,2.697,balanced_accuracy,94,100.0,100.0,100.0,100.0,43.117,40.0,30.769000000000002,42.51
258,258,RF,Extraversion,test throw median,pearson,solver,mean_strl,2.639,balanced_accuracy,92,98.81,98.71799999999999,98.63,99.934,46.345,45.946000000000005,37.5,52.047
259,259,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,2.61,balanced_accuracy,91,100.0,100.0,100.0,100.0,50.0,51.428999999999995,41.379,53.74100000000001
260,260,RF,Agreeableness,test throw median,pearson,solver,mean_strl,2.524,balanced_accuracy,88,100.0,100.0,100.0,100.0,52.435,43.59,45.0,58.117
261,261,RF,Extraversion,test throw median,pearson,solver,num_streamlines,2.496,balanced_accuracy,87,100.0,100.0,100.0,100.0,52.047,51.351000000000006,35.714,54.971000000000004
262,262,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,2.467,balanced_accuracy,86,97.619,97.5,97.436,100.0,44.048,45.714,34.483000000000004,47.278999999999996
263,263,RF,Openness,test throw median,pearson,solver,mean_FA,2.438,balanced_accuracy,85,100.0,100.0,100.0,100.0,43.125,41.667,36.364000000000004,36.562
264,264,RF,Agreeableness,test throw median,pearson,solver,num_streamlines,2.41,balanced_accuracy,84,100.0,100.0,100.0,100.0,39.61,41.026,51.06399999999999,42.532
265,265,RF,Agreeableness,test throw median,pearson,solver,mean_FA,2.381,balanced_accuracy,83,100.0,100.0,100.0,100.0,37.013000000000005,33.333,38.095,32.792
266,266,RF,Extraversion,test throw median,pearson,solver,mean_FA,2.324,balanced_accuracy,81,100.0,100.0,100.0,100.0,38.158,37.838,30.303,34.064
267,267,RF,Extraversion,test throw median,pearson,solver,mean_strl,2.266,balanced_accuracy,79,100.0,100.0,100.0,100.0,56.871,56.757,55.556000000000004,50.876999999999995
268,268,RF,Openness,test throw median,pearson,solver,mean_FA,2.18,balanced_accuracy,76,94.916,94.93700000000001,94.595,99.35600000000001,37.5,36.111,30.303,42.812
269,269,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,2.151,balanced_accuracy,75,100.0,100.0,100.0,100.0,50.0,51.428999999999995,41.379,50.85
270,270,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,2.123,balanced_accuracy,74,98.684,98.75,98.667,99.93700000000001,39.286,40.0,32.258,47.958999999999996
271,271,RF,Agreeableness,test throw median,pearson,solver,mean_strl,2.094,balanced_accuracy,73,100.0,100.0,100.0,100.0,62.338,53.846000000000004,57.143,62.338
272,272,RF,Neuroticism,test throw median,pearson,solver,mean_FA,2.065,balanced_accuracy,72,100.0,100.0,100.0,100.0,43.826,40.0,27.026999999999997,47.065
273,273,RF,Openness,test throw median,pearson,solver,mean_strl,2.037,balanced_accuracy,71,100.0,100.0,100.0,100.0,51.25,50.0,47.059,51.406000000000006
274,274,RF,Extraversion,test throw median,pearson,solver,mean_FA,1.9509999999999998,balanced_accuracy,68,100.0,100.0,100.0,100.0,26.901,27.026999999999997,30.769000000000002,26.608
275,275,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.922,balanced_accuracy,67,100.0,100.0,100.0,100.0,46.104,38.461999999999996,40.0,38.961
276,276,RF,Openness,test throw median,pearson,solver,mean_FA,1.865,balanced_accuracy,65,100.0,100.0,100.0,100.0,40.625,38.889,31.25,42.812
277,277,RF,Agreeableness,test throw median,pearson,solver,mean_strl,1.8359999999999999,balanced_accuracy,64,100.0,100.0,100.0,100.0,50.648999999999994,41.026,41.026,55.195
278,278,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,1.807,balanced_accuracy,63,100.0,100.0,100.0,100.0,48.81,48.571000000000005,43.75,50.34
279,279,RF,Neuroticism,test throw median,pearson,solver,mean_FA,1.7790000000000001,balanced_accuracy,62,100.0,100.0,100.0,100.0,60.83,55.556000000000004,41.176,62.652
280,280,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,1.75,balanced_accuracy,61,98.86399999999999,98.765,98.667,99.939,50.81,48.888999999999996,46.512,43.927
281,281,RF,Extraversion,test throw median,pearson,solver,mean_strl,1.7209999999999999,balanced_accuracy,60,100.0,100.0,100.0,100.0,48.83,48.648999999999994,45.714,44.152
282,282,RF,Openness,test throw median,pearson,solver,mean_strl,1.692,balanced_accuracy,59,100.0,100.0,100.0,100.0,31.875,30.555999999999997,24.241999999999997,37.812
283,283,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.6640000000000001,balanced_accuracy,58,100.0,100.0,100.0,100.0,43.343999999999994,38.461999999999996,42.857,40.26
284,284,RF,Extraversion,test throw median,pearson,solver,mean_FA,1.578,balanced_accuracy,55,100.0,100.0,100.0,100.0,35.38,35.135,29.412,30.409000000000002
285,285,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,1.5490000000000002,balanced_accuracy,54,100.0,100.0,100.0,100.0,44.048,42.857,41.176,49.83
286,286,RF,Openness,test throw median,pearson,solver,mean_strl,1.52,balanced_accuracy,53,98.81,98.734,98.667,99.936,46.25,44.443999999999996,37.5,55.0
287,287,RF,Openness,test throw median,pearson,solver,mean_FA,1.492,balanced_accuracy,52,100.0,100.0,100.0,100.0,42.5,41.667,40.0,44.218999999999994
288,288,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.463,balanced_accuracy,51,100.0,100.0,100.0,100.0,34.253,33.333,40.909,37.662
289,289,RF,Neuroticism,test throw median,pearson,solver,mean_strl,1.4340000000000002,balanced_accuracy,50,100.0,100.0,100.0,100.0,52.935,48.888999999999996,37.838,46.761
290,290,RF,Extraversion,test throw median,pearson,solver,mean_strl,1.406,balanced_accuracy,49,100.0,100.0,100.0,100.0,51.754,51.351000000000006,43.75,51.754
291,291,RF,Neuroticism,test throw median,pearson,solver,mean_strl,1.291,balanced_accuracy,45,93.243,93.82700000000001,92.75399999999999,99.693,52.023999999999994,51.111000000000004,52.174,47.166000000000004
292,292,RF,Openness,test throw median,pearson,solver,mean_FA,1.262,balanced_accuracy,44,96.10700000000001,96.20299999999999,95.89,99.87100000000001,43.125,41.667,36.364000000000004,45.0
293,293,RF,Extraversion,test throw median,pearson,solver,mean_FA,1.234,balanced_accuracy,43,98.81,98.71799999999999,98.63,100.0,48.977,48.648999999999994,42.424,50.585
294,294,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.205,balanced_accuracy,42,100.0,100.0,100.0,100.0,44.318000000000005,35.897,35.897,37.662
295,295,RF,Extraversion,test throw median,pearson,solver,mean_strl,1.176,balanced_accuracy,41,96.03200000000001,96.154,95.775,98.81,57.31,56.757,46.667,63.45
296,296,RF,Extraversion,test throw median,pearson,solver,num_streamlines,1.147,balanced_accuracy,40,100.0,100.0,100.0,100.0,48.684,48.648999999999994,48.648999999999994,45.028999999999996
297,297,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,1.061,balanced_accuracy,37,97.368,97.5,97.29700000000001,99.81200000000001,41.667,42.857,33.333,44.558
298,298,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,1.033,balanced_accuracy,36,97.494,97.5,97.368,99.624,46.428999999999995,45.714,42.424,47.619
299,299,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.004,balanced_accuracy,35,100.0,100.0,100.0,100.0,45.13,41.026,46.512,34.416
300,300,RF,Openness,test throw median,pearson,solver,mean_FA,0.975,balanced_accuracy,34,96.10700000000001,96.20299999999999,95.89,99.87100000000001,37.5,36.111,30.303,49.375
301,301,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,0.9470000000000001,balanced_accuracy,33,100.0,100.0,100.0,100.0,44.048,45.714,34.483000000000004,47.788999999999994
302,302,RF,Neuroticism,test throw median,pearson,solver,mean_FA,0.9179999999999999,balanced_accuracy,32,95.946,96.296,95.775,99.38600000000001,49.798,44.443999999999996,24.241999999999997,43.32
303,303,RF,Openness,test throw median,pearson,solver,mean_FA,0.8029999999999999,balanced_accuracy,28,96.26799999999999,96.20299999999999,96.0,99.807,47.5,47.222,48.648999999999994,38.125
304,304,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.775,balanced_accuracy,27,100.0,100.0,100.0,100.0,36.039,35.897,44.443999999999996,33.442
305,305,RF,Neuroticism,test throw median,pearson,solver,mean_FA,0.746,balanced_accuracy,26,100.0,100.0,100.0,100.0,57.996,55.556000000000004,52.381,60.121
306,306,RF,Extraversion,test throw median,pearson,solver,mean_FA,0.7170000000000001,balanced_accuracy,25,98.81,98.71799999999999,98.63,100.0,37.865,37.838,37.838,35.088
307,307,RF,Openness,test throw median,pearson,solver,mean_FA,0.602,balanced_accuracy,21,91.023,91.139,90.411,98.391,48.125,47.222,45.714,41.562
308,308,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.574,balanced_accuracy,20,100.0,100.0,100.0,100.0,29.708000000000002,30.769000000000002,40.0,28.570999999999998
309,309,RF,Neuroticism,test throw median,pearson,solver,mean_FA,0.545,balanced_accuracy,19,97.29700000000001,97.531,97.22200000000001,99.939,46.457,42.222,27.778000000000002,53.239
310,310,RF,Agreeableness,test throw median,pearson,solver,num_streamlines,0.488,balanced_accuracy,17,100.0,100.0,100.0,100.0,40.584,38.461999999999996,45.455,49.026
311,311,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.43,balanced_accuracy,15,100.0,100.0,100.0,100.0,39.61,41.026,51.06399999999999,27.596999999999998
312,312,RF,Openness,test throw median,pearson,solver,mean_FA,0.402,balanced_accuracy,14,94.755,94.93700000000001,94.444,98.005,43.125,41.667,36.364000000000004,51.562
313,313,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.287,balanced_accuracy,10,98.485,98.63,98.462,100.0,43.343999999999994,38.461999999999996,42.857,41.233999999999995
314,314,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,0.258,balanced_accuracy,9,92.35600000000001,92.5,91.89200000000001,97.494,51.19,54.286,38.461999999999996,48.98
315,315,RF,Extraversion,test throw median,pearson,solver,mean_strl,0.22899999999999998,balanced_accuracy,8,100.0,100.0,100.0,100.0,43.275,43.243,43.243,36.842
316,316,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.172,balanced_accuracy,6,96.97,97.26,96.875,99.773,38.635999999999996,43.59,56.0,35.39
